;location;date;new_cases;new_deaths;population;aged_65_older_percent;gdp_per_capita;hospital_beds_per_thousand;year;month_of_year;week_of_year;weekday;day_of_year;code_3;country_code;continent;sub_region;hosp_level_natural_id;gdp_level_natural_id;hosp_level_pk;gdp_level_pk;hosp_level_desc;gdp_level_desc;sub_regions_id;continent_id;day_id
11733;Myanmar;2020-04-03;4;0;54409794;5.732;5591.597;0.9;2020;4;14;4;94;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737518
11734;Myanmar;2020-04-04;0;0;54409794;5.732;5591.597;0.9;2020;4;14;5;95;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737519
11735;Myanmar;2020-04-05;1;0;54409794;5.732;5591.597;0.9;2020;4;14;6;96;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737520
11736;Myanmar;2020-04-06;0;0;54409794;5.732;5591.597;0.9;2020;4;15;0;97;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737521
11737;Myanmar;2020-04-07;1;0;54409794;5.732;5591.597;0.9;2020;4;15;1;98;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737522
11738;Myanmar;2020-04-08;0;0;54409794;5.732;5591.597;0.9;2020;4;15;2;99;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737523
11739;Myanmar;2020-04-09;0;2;54409794;5.732;5591.597;0.9;2020;4;15;3;100;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737524
11740;Myanmar;2020-04-10;5;0;54409794;5.732;5591.597;0.9;2020;4;15;4;101;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737525
11741;Myanmar;2020-04-11;1;0;54409794;5.732;5591.597;0.9;2020;4;15;5;102;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737526
11742;Myanmar;2020-04-12;3;0;54409794;5.732;5591.597;0.9;2020;4;15;6;103;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737527
11743;Myanmar;2020-04-13;10;1;54409794;5.732;5591.597;0.9;2020;4;16;0;104;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737528
11744;Myanmar;2020-04-14;21;0;54409794;5.732;5591.597;0.9;2020;4;16;1;105;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737529
11745;Myanmar;2020-04-15;12;0;54409794;5.732;5591.597;0.9;2020;4;16;2;106;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737530
11746;Myanmar;2020-04-16;0;0;54409794;5.732;5591.597;0.9;2020;4;16;3;107;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737531
11747;Myanmar;2020-04-17;11;0;54409794;5.732;5591.597;0.9;2020;4;16;4;108;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737532
11748;Myanmar;2020-04-18;9;1;54409794;5.732;5591.597;0.9;2020;4;16;5;109;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737533
11749;Myanmar;2020-04-19;13;0;54409794;5.732;5591.597;0.9;2020;4;16;6;110;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737534
11750;Myanmar;2020-04-20;4;0;54409794;5.732;5591.597;0.9;2020;4;17;0;111;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737535
11751;Myanmar;2020-04-21;8;0;54409794;5.732;5591.597;0.9;2020;4;17;1;112;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737536
11752;Myanmar;2020-04-22;2;0;54409794;5.732;5591.597;0.9;2020;4;17;2;113;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737537
11753;Myanmar;2020-04-23;6;0;54409794;5.732;5591.597;0.9;2020;4;17;3;114;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737538
11754;Myanmar;2020-04-24;5;0;54409794;5.732;5591.597;0.9;2020;4;17;4;115;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737539
11755;Myanmar;2020-04-25;12;0;54409794;5.732;5591.597;0.9;2020;4;17;5;116;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737540
11756;Myanmar;2020-04-26;2;0;54409794;5.732;5591.597;0.9;2020;4;17;6;117;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737541
11757;Myanmar;2020-04-27;0;0;54409794;5.732;5591.597;0.9;2020;4;18;0;118;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737542
11758;Myanmar;2020-04-28;0;0;54409794;5.732;5591.597;0.9;2020;4;18;1;119;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737543
11759;Myanmar;2020-04-29;4;0;54409794;5.732;5591.597;0.9;2020;4;18;2;120;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737544
11760;Myanmar;2020-04-30;0;1;54409794;5.732;5591.597;0.9;2020;4;18;3;121;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737545
11761;Myanmar;2020-05-01;1;0;54409794;5.732;5591.597;0.9;2020;5;18;4;122;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737546
11762;Myanmar;2020-05-02;0;0;54409794;5.732;5591.597;0.9;2020;5;18;5;123;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737547
11763;Myanmar;2020-05-03;0;0;54409794;5.732;5591.597;0.9;2020;5;18;6;124;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737548
11764;Myanmar;2020-05-04;4;0;54409794;5.732;5591.597;0.9;2020;5;19;0;125;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737549
11765;Myanmar;2020-05-05;6;0;54409794;5.732;5591.597;0.9;2020;5;19;1;126;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737550
11766;Myanmar;2020-05-06;0;0;54409794;5.732;5591.597;0.9;2020;5;19;2;127;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737551
11767;Myanmar;2020-05-07;1;0;54409794;5.732;5591.597;0.9;2020;5;19;3;128;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737552
11768;Myanmar;2020-05-08;14;0;54409794;5.732;5591.597;0.9;2020;5;19;4;129;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737553
11769;Myanmar;2020-05-09;1;0;54409794;5.732;5591.597;0.9;2020;5;19;5;130;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737554
11770;Myanmar;2020-05-10;1;0;54409794;5.732;5591.597;0.9;2020;5;19;6;131;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737555
11771;Myanmar;2020-05-11;2;0;54409794;5.732;5591.597;0.9;2020;5;20;0;132;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737556
11772;Myanmar;2020-05-12;0;0;54409794;5.732;5591.597;0.9;2020;5;20;1;133;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737557
11773;Myanmar;2020-05-13;0;0;54409794;5.732;5591.597;0.9;2020;5;20;2;134;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737558
11774;Myanmar;2020-05-14;1;0;54409794;5.732;5591.597;0.9;2020;5;20;3;135;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737559
11775;Myanmar;2020-05-15;0;0;54409794;5.732;5591.597;0.9;2020;5;20;4;136;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737560
11776;Myanmar;2020-05-16;1;0;54409794;5.732;5591.597;0.9;2020;5;20;5;137;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737561
11777;Myanmar;2020-05-17;0;0;54409794;5.732;5591.597;0.9;2020;5;20;6;138;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737562
11778;Myanmar;2020-05-18;5;0;54409794;5.732;5591.597;0.9;2020;5;21;0;139;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737563
11779;Myanmar;2020-05-19;4;0;54409794;5.732;5591.597;0.9;2020;5;21;1;140;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737564
11780;Myanmar;2020-05-20;2;0;54409794;5.732;5591.597;0.9;2020;5;21;2;141;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737565
11781;Myanmar;2020-05-21;6;0;54409794;5.732;5591.597;0.9;2020;5;21;3;142;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737566
11782;Myanmar;2020-05-22;0;0;54409794;5.732;5591.597;0.9;2020;5;21;4;143;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737567
11783;Myanmar;2020-05-23;2;0;54409794;5.732;5591.597;0.9;2020;5;21;5;144;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737568
11784;Myanmar;2020-05-24;0;0;54409794;5.732;5591.597;0.9;2020;5;21;6;145;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737569
11785;Myanmar;2020-05-25;0;0;54409794;5.732;5591.597;0.9;2020;5;22;0;146;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737570
11786;Myanmar;2020-05-26;2;0;54409794;5.732;5591.597;0.9;2020;5;22;1;147;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737571
11787;Myanmar;2020-05-27;3;0;54409794;5.732;5591.597;0.9;2020;5;22;2;148;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737572
11788;Myanmar;2020-05-28;0;0;54409794;5.732;5591.597;0.9;2020;5;22;3;149;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737573
11789;Myanmar;2020-05-29;0;0;54409794;5.732;5591.597;0.9;2020;5;22;4;150;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737574
11790;Myanmar;2020-05-30;18;0;54409794;5.732;5591.597;0.9;2020;5;22;5;151;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737575
11791;Myanmar;2020-05-31;0;0;54409794;5.732;5591.597;0.9;2020;5;22;6;152;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737576
11792;Myanmar;2020-06-01;4;0;54409794;5.732;5591.597;0.9;2020;6;23;0;153;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737577
11793;Myanmar;2020-06-02;0;0;54409794;5.732;5591.597;0.9;2020;6;23;1;154;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737578
11794;Myanmar;2020-06-03;5;0;54409794;5.732;5591.597;0.9;2020;6;23;2;155;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737579
11795;Myanmar;2020-06-04;1;0;54409794;5.732;5591.597;0.9;2020;6;23;3;156;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737580
11796;Myanmar;2020-06-05;2;0;54409794;5.732;5591.597;0.9;2020;6;23;4;157;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737581
11797;Myanmar;2020-06-06;0;0;54409794;5.732;5591.597;0.9;2020;6;23;5;158;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737582
11798;Myanmar;2020-06-07;4;0;54409794;5.732;5591.597;0.9;2020;6;23;6;159;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737583
11799;Myanmar;2020-06-08;3;0;54409794;5.732;5591.597;0.9;2020;6;24;0;160;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737584
11800;Myanmar;2020-06-09;1;0;54409794;5.732;5591.597;0.9;2020;6;24;1;161;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737585
11801;Myanmar;2020-06-10;2;0;54409794;5.732;5591.597;0.9;2020;6;24;2;162;MMR;104;Asia;South-Eastern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;13;2;737586
11802;Nepal;2019-12-31;0;0;29136808;5.809;2442.804;0.3;2019;12;1;1;365;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737424
11803;Nepal;2020-01-01;0;0;29136808;5.809;2442.804;0.3;2020;1;1;2;1;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737425
11804;Nepal;2020-01-02;0;0;29136808;5.809;2442.804;0.3;2020;1;1;3;2;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737426
11805;Nepal;2020-01-03;0;0;29136808;5.809;2442.804;0.3;2020;1;1;4;3;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737427
11806;Nepal;2020-01-04;0;0;29136808;5.809;2442.804;0.3;2020;1;1;5;4;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737428
11807;Nepal;2020-01-05;0;0;29136808;5.809;2442.804;0.3;2020;1;1;6;5;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737429
11808;Nepal;2020-01-06;0;0;29136808;5.809;2442.804;0.3;2020;1;2;0;6;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737430
11809;Nepal;2020-01-07;0;0;29136808;5.809;2442.804;0.3;2020;1;2;1;7;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737431
11810;Nepal;2020-01-08;0;0;29136808;5.809;2442.804;0.3;2020;1;2;2;8;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737432
11811;Nepal;2020-01-09;0;0;29136808;5.809;2442.804;0.3;2020;1;2;3;9;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737433
11812;Nepal;2020-01-10;0;0;29136808;5.809;2442.804;0.3;2020;1;2;4;10;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737434
11813;Nepal;2020-01-11;0;0;29136808;5.809;2442.804;0.3;2020;1;2;5;11;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737435
11814;Nepal;2020-01-12;0;0;29136808;5.809;2442.804;0.3;2020;1;2;6;12;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737436
11815;Nepal;2020-01-13;0;0;29136808;5.809;2442.804;0.3;2020;1;3;0;13;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737437
11816;Nepal;2020-01-14;0;0;29136808;5.809;2442.804;0.3;2020;1;3;1;14;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737438
11817;Nepal;2020-01-15;0;0;29136808;5.809;2442.804;0.3;2020;1;3;2;15;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737439
11818;Nepal;2020-01-16;0;0;29136808;5.809;2442.804;0.3;2020;1;3;3;16;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737440
11819;Nepal;2020-01-17;0;0;29136808;5.809;2442.804;0.3;2020;1;3;4;17;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737441
11820;Nepal;2020-01-18;0;0;29136808;5.809;2442.804;0.3;2020;1;3;5;18;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737442
11821;Nepal;2020-01-19;0;0;29136808;5.809;2442.804;0.3;2020;1;3;6;19;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737443
11822;Nepal;2020-01-20;0;0;29136808;5.809;2442.804;0.3;2020;1;4;0;20;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737444
11823;Nepal;2020-01-21;0;0;29136808;5.809;2442.804;0.3;2020;1;4;1;21;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737445
11824;Nepal;2020-01-22;0;0;29136808;5.809;2442.804;0.3;2020;1;4;2;22;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737446
11825;Nepal;2020-01-23;0;0;29136808;5.809;2442.804;0.3;2020;1;4;3;23;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737447
11826;Nepal;2020-01-24;0;0;29136808;5.809;2442.804;0.3;2020;1;4;4;24;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737448
11827;Nepal;2020-01-25;1;0;29136808;5.809;2442.804;0.3;2020;1;4;5;25;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737449
11828;Nepal;2020-01-26;0;0;29136808;5.809;2442.804;0.3;2020;1;4;6;26;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737450
11829;Nepal;2020-01-27;0;0;29136808;5.809;2442.804;0.3;2020;1;5;0;27;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737451
11830;Nepal;2020-01-28;0;0;29136808;5.809;2442.804;0.3;2020;1;5;1;28;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737452
11831;Nepal;2020-01-29;0;0;29136808;5.809;2442.804;0.3;2020;1;5;2;29;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737453
11832;Nepal;2020-01-30;0;0;29136808;5.809;2442.804;0.3;2020;1;5;3;30;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737454
11833;Nepal;2020-01-31;0;0;29136808;5.809;2442.804;0.3;2020;1;5;4;31;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737455
11834;Nepal;2020-02-01;0;0;29136808;5.809;2442.804;0.3;2020;2;5;5;32;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737456
11835;Nepal;2020-02-02;0;0;29136808;5.809;2442.804;0.3;2020;2;5;6;33;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737457
11836;Nepal;2020-02-03;0;0;29136808;5.809;2442.804;0.3;2020;2;6;0;34;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737458
11837;Nepal;2020-02-04;0;0;29136808;5.809;2442.804;0.3;2020;2;6;1;35;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737459
11838;Nepal;2020-02-05;0;0;29136808;5.809;2442.804;0.3;2020;2;6;2;36;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737460
11839;Nepal;2020-02-06;0;0;29136808;5.809;2442.804;0.3;2020;2;6;3;37;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737461
11840;Nepal;2020-02-07;0;0;29136808;5.809;2442.804;0.3;2020;2;6;4;38;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737462
11841;Nepal;2020-02-08;0;0;29136808;5.809;2442.804;0.3;2020;2;6;5;39;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737463
11842;Nepal;2020-02-09;0;0;29136808;5.809;2442.804;0.3;2020;2;6;6;40;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737464
11843;Nepal;2020-02-10;0;0;29136808;5.809;2442.804;0.3;2020;2;7;0;41;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737465
11844;Nepal;2020-02-11;0;0;29136808;5.809;2442.804;0.3;2020;2;7;1;42;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737466
11845;Nepal;2020-02-12;0;0;29136808;5.809;2442.804;0.3;2020;2;7;2;43;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737467
11846;Nepal;2020-02-13;0;0;29136808;5.809;2442.804;0.3;2020;2;7;3;44;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737468
11847;Nepal;2020-02-14;0;0;29136808;5.809;2442.804;0.3;2020;2;7;4;45;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737469
11848;Nepal;2020-02-15;0;0;29136808;5.809;2442.804;0.3;2020;2;7;5;46;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737470
11849;Nepal;2020-02-16;0;0;29136808;5.809;2442.804;0.3;2020;2;7;6;47;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737471
11850;Nepal;2020-02-17;0;0;29136808;5.809;2442.804;0.3;2020;2;8;0;48;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737472
11851;Nepal;2020-02-18;0;0;29136808;5.809;2442.804;0.3;2020;2;8;1;49;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737473
11852;Nepal;2020-02-19;0;0;29136808;5.809;2442.804;0.3;2020;2;8;2;50;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737474
11853;Nepal;2020-02-20;0;0;29136808;5.809;2442.804;0.3;2020;2;8;3;51;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737475
11854;Nepal;2020-02-21;0;0;29136808;5.809;2442.804;0.3;2020;2;8;4;52;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737476
11855;Nepal;2020-02-22;0;0;29136808;5.809;2442.804;0.3;2020;2;8;5;53;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737477
11856;Nepal;2020-02-23;0;0;29136808;5.809;2442.804;0.3;2020;2;8;6;54;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737478
11857;Nepal;2020-02-24;0;0;29136808;5.809;2442.804;0.3;2020;2;9;0;55;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737479
11858;Nepal;2020-02-25;0;0;29136808;5.809;2442.804;0.3;2020;2;9;1;56;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737480
11859;Nepal;2020-02-26;0;0;29136808;5.809;2442.804;0.3;2020;2;9;2;57;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737481
11860;Nepal;2020-02-27;0;0;29136808;5.809;2442.804;0.3;2020;2;9;3;58;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737482
11861;Nepal;2020-02-28;0;0;29136808;5.809;2442.804;0.3;2020;2;9;4;59;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737483
11862;Nepal;2020-02-29;0;0;29136808;5.809;2442.804;0.3;2020;2;9;5;60;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737484
11863;Nepal;2020-03-01;0;0;29136808;5.809;2442.804;0.3;2020;3;9;6;61;NPL;524;Asia;Southern Asia;FPTH;LOW;1;1;few hospital beds per thousand inhabitants;low income;15;2;737485
